timestamp,action,pair,price,ratio,quote_currency
2025-05-21 14:57:26,SELL,KRW-DOGE,323.0,1.83,KRW
2025-05-21 15:06:31,SELL,KRW-DOGE,326.0,2.12,KRW
2025-05-21 15:30:22,BUY,KRW-DOGE,323.0,0.03,KRW
2025-05-21 15:39:21,BUY,KRW-DOGE,321.0,0.05,KRW
2025-05-21 16:30:40,SELL,KRW-DOGE,325.0,2.02,KRW
2025-05-21 17:21:52,BUY,KRW-DOGE,318.0,0.07,KRW
2025-05-21 17:42:41,BUY,KRW-DOGE,315.0,0.1,KRW
2025-05-21 23:00:20,SELL,KRW-DOGE,324.0,1.93,KRW
2025-05-21 23:28:54,SELL,KRW-DOGE,327.0,2.23,KRW
2025-05-21 23:37:19,SELL,KRW-DOGE,328.0,2.33,KRW
2025-05-22 00:13:56,SELL,KRW-DOGE,329.0,2.43,KRW
2025-05-22 00:37:44,SELL,KRW-DOGE,331.0,2.63,KRW
2025-05-22 01:01:43,SELL,KRW-DOGE,332.0,2.63,KRW
2025-05-22 01:24:19,SELL,KRW-DOGE,335.0,2.83,KRW
2025-05-22 01:37:37,SELL,KRW-DOGE,337.0,2.73,KRW
2025-05-22 02:07:24,SELL,KRW-DOGE,336.0,2.63,KRW
2025-05-22 02:34:37,SELL,KRW-DOGE,336.0,2.63,KRW
2025-05-22 03:50:02,SELL,KRW-DOGE,337.0,2.73,KRW
2025-05-22 04:24:26,BUY,KRW-DOGE,333.0,0.01,KRW
2025-05-22 05:00:29,BUY,KRW-DOGE,334.0,0.01,KRW
2025-05-22 05:09:24,BUY,KRW-DOGE,334.0,0.01,KRW
2025-05-22 05:58:11,BUY,KRW-DOGE,332.0,0.03,KRW
2025-05-22 06:09:28,BUY,KRW-DOGE,332.0,0.03,KRW
2025-05-22 06:19:04,BUY,KRW-DOGE,331.0,0.04,KRW
2025-05-22 06:43:30,BUY,KRW-DOGE,330.0,0.05,KRW
2025-05-22 06:58:13,BUY,KRW-DOGE,331.0,0.04,KRW
2025-05-22 08:19:39,SELL,KRW-DOGE,338.0,2.83,KRW
2025-05-22 10:00:25,BUY,KRW-DOGE,334.0,0.02,KRW
2025-05-22 10:51:45,BUY,KRW-DOGE,333.0,0.03,KRW
2025-05-22 11:30:28,BUY,KRW-DOGE,332.0,0.04,KRW
2025-05-22 12:07:18,SELL,KRW-DOGE,335.0,2.53,KRW
2025-05-22 12:21:50,BUY,KRW-DOGE,332.0,0.04,KRW
2025-05-22 17:51:51,BUY,KRW-DOGE,334.0,0.02,KRW
2025-05-22 19:17:11,BUY,KRW-DOGE,334.0,0.02,KRW
2025-05-22 19:39:53,BUY,KRW-DOGE,333.0,0.03,KRW
2025-05-22 21:28:11,BUY,KRW-DOGE,331.0,0.05,KRW
2025-05-22 21:36:54,BUY,KRW-DOGE,331.0,0.05,KRW
2025-05-22 21:52:21,BUY,KRW-DOGE,332.0,0.04,KRW
2025-05-22 22:43:00,SELL,KRW-DOGE,337.0,2.73,KRW
2025-05-22 22:51:53,SELL,KRW-DOGE,336.0,2.63,KRW
2025-05-22 23:13:06,SELL,KRW-DOGE,337.0,2.73,KRW
2025-05-22 23:34:04,SELL,KRW-DOGE,340.0,3.03,KRW
2025-05-22 23:48:55,SELL,KRW-DOGE,340.0,3.03,KRW
2025-05-23 00:15:59,SELL,KRW-DOGE,342.0,3.23,KRW
2025-05-23 00:49:06,SELL,KRW-DOGE,341.0,3.12,KRW
2025-05-23 01:21:56,SELL,KRW-DOGE,343.0,3.33,KRW
2025-05-23 01:48:53,SELL,KRW-DOGE,344.0,3.43,KRW
2025-05-23 02:03:51,SELL,KRW-DOGE,344.0,3.43,KRW
2025-05-23 03:03:51,SELL,KRW-DOGE,348.0,3.82,KRW
2025-05-23 03:28:14,SELL,KRW-DOGE,347.0,3.73,KRW
2025-05-23 04:01:29,SELL,KRW-DOGE,347.0,3.73,KRW
2025-05-23 06:24:47,BUY,KRW-DOGE,339.0,0.01,KRW
2025-05-23 06:34:53,BUY,KRW-DOGE,339.0,0.01,KRW
2025-05-23 06:51:56,BUY,KRW-DOGE,337.0,0.03,KRW
2025-05-23 07:54:51,BUY,KRW-DOGE,337.0,0.03,KRW
2025-05-23 09:27:54,SELL,KRW-DOGE,343.0,3.33,KRW
2025-05-23 10:19:16,BUY,KRW-DOGE,340.0,0.01,KRW
2025-05-23 11:49:03,BUY,KRW-DOGE,333.0,0.07,KRW
2025-05-23 13:03:56,BUY,KRW-DOGE,322.0,0.18,KRW
2025-05-23 13:51:58,BUY,KRW-DOGE,328.0,0.12,KRW
2025-05-23 14:01:17,BUY,KRW-DOGE,330.0,0.1,KRW
2025-05-23 14:07:05,BUY,KRW-DOGE,329.0,0.11,KRW
2025-05-23 14:31:03,BUY,KRW-DOGE,328.0,0.12,KRW
2025-05-23 14:39:57,BUY,KRW-DOGE,329.0,0.11,KRW
2025-05-23 14:46:15,BUY,KRW-DOGE,330.0,0.1,KRW
2025-05-23 14:58:08,BUY,KRW-DOGE,330.0,0.1,KRW
2025-05-23 15:43:57,BUY,KRW-DOGE,328.0,0.12,KRW
2025-05-23 16:13:57,BUY,KRW-DOGE,326.0,0.14,KRW
2025-05-23 16:43:45,BUY,KRW-DOGE,325.0,0.15,KRW
2025-05-23 16:56:45,BUY,KRW-DOGE,326.0,0.14,KRW
2025-05-23 17:04:10,BUY,KRW-DOGE,326.0,0.14,KRW
2025-05-23 17:19:12,BUY,KRW-DOGE,328.0,0.12,KRW
2025-05-23 19:01:10,BUY,KRW-DOGE,324.0,0.17,KRW
2025-05-23 22:37:58,BUY,KRW-DOGE,322.0,0.18,KRW
2025-05-23 23:09:35,BUY,KRW-DOGE,319.0,0.22,KRW
2025-05-23 23:21:32,BUY,KRW-DOGE,318.0,0.23,KRW
2025-05-24 00:06:27,BUY,KRW-DOGE,314.0,0.26,KRW
2025-05-24 01:54:33,BUY,KRW-DOGE,317.0,0.24,KRW
2025-05-24 02:05:13,BUY,KRW-DOGE,316.0,0.25,KRW
2025-05-24 03:15:27,SELL,KRW-DOGE,321.0,0.53,KRW
2025-05-24 03:21:41,SELL,KRW-DOGE,321.0,0.53,KRW
2025-05-24 03:30:26,SELL,KRW-DOGE,321.0,0.53,KRW
2025-05-24 04:54:24,SELL,KRW-DOGE,322.0,0.62,KRW
2025-05-24 05:15:34,BUY,KRW-DOGE,319.0,0.22,KRW
2025-05-24 05:21:33,BUY,KRW-DOGE,319.0,0.22,KRW
2025-05-24 06:34:32,BUY,KRW-DOGE,318.0,0.23,KRW
2025-05-24 06:42:41,BUY,KRW-DOGE,317.0,0.24,KRW
2025-05-24 07:04:25,BUY,KRW-DOGE,319.0,0.22,KRW
2025-05-24 07:12:25,BUY,KRW-DOGE,319.0,0.22,KRW
2025-05-24 07:19:11,BUY,KRW-DOGE,318.0,0.23,KRW
2025-05-24 07:34:05,BUY,KRW-DOGE,318.0,0.23,KRW
2025-05-24 08:19:20,BUY,KRW-DOGE,317.0,0.24,KRW
2025-05-24 08:39:26,BUY,KRW-DOGE,316.0,0.25,KRW
2025-05-24 09:04:58,BUY,KRW-DOGE,320.0,0.21,KRW
2025-05-24 09:15:25,BUY,KRW-DOGE,318.0,0.23,KRW
2025-05-24 09:27:44,BUY,KRW-DOGE,320.0,0.21,KRW
2025-05-24 09:36:38,BUY,KRW-DOGE,319.0,0.22,KRW
2025-05-24 10:09:37,BUY,KRW-DOGE,318.0,0.23,KRW
2025-05-24 10:21:31,BUY,KRW-DOGE,319.0,0.22,KRW
2025-05-24 10:33:58,BUY,KRW-DOGE,320.0,0.21,KRW
2025-05-24 10:42:37,BUY,KRW-DOGE,321.0,0.19,KRW
2025-05-24 10:49:32,BUY,KRW-DOGE,320.0,0.21,KRW
2025-05-24 11:04:58,BUY,KRW-DOGE,321.0,0.19,KRW
2025-05-24 11:09:39,BUY,KRW-DOGE,320.0,0.21,KRW
2025-05-24 11:18:35,BUY,KRW-DOGE,321.0,0.19,KRW
2025-05-24 11:36:25,BUY,KRW-DOGE,321.0,0.19,KRW
2025-05-24 11:45:30,BUY,KRW-DOGE,319.0,0.22,KRW
2025-05-24 12:09:34,BUY,KRW-DOGE,319.0,0.22,KRW
2025-05-24 12:27:31,BUY,KRW-DOGE,320.0,0.21,KRW
2025-05-24 12:45:32,BUY,KRW-DOGE,318.0,0.23,KRW
2025-05-24 13:15:31,BUY,KRW-DOGE,318.0,0.23,KRW
2025-05-24 13:39:29,BUY,KRW-DOGE,318.0,0.23,KRW
2025-05-24 14:27:30,BUY,KRW-DOGE,317.0,0.24,KRW
2025-05-24 14:45:24,BUY,KRW-DOGE,317.0,0.24,KRW
2025-05-24 15:03:52,BUY,KRW-DOGE,319.0,0.22,KRW
2025-05-24 15:15:38,BUY,KRW-DOGE,318.0,0.23,KRW
2025-05-24 15:36:46,BUY,KRW-DOGE,318.0,0.23,KRW
2025-05-24 15:57:41,BUY,KRW-DOGE,317.0,0.24,KRW
2025-05-24 16:12:33,BUY,KRW-DOGE,316.0,0.25,KRW
2025-05-24 16:24:31,BUY,KRW-DOGE,316.0,0.25,KRW
2025-05-24 16:30:28,BUY,KRW-DOGE,316.0,0.25,KRW
2025-05-24 17:04:26,BUY,KRW-DOGE,318.0,0.23,KRW
2025-05-24 17:45:36,BUY,KRW-DOGE,317.0,0.24,KRW
2025-05-24 18:06:48,BUY,KRW-DOGE,318.0,0.23,KRW
2025-05-24 18:18:41,BUY,KRW-DOGE,318.0,0.23,KRW
2025-05-24 18:57:35,BUY,KRW-DOGE,316.0,0.25,KRW
2025-05-24 19:09:22,BUY,KRW-DOGE,316.0,0.25,KRW
2025-05-24 19:30:38,BUY,KRW-DOGE,316.0,0.25,KRW
2025-05-24 19:39:42,BUY,KRW-DOGE,316.0,0.25,KRW
2025-05-24 19:45:26,BUY,KRW-DOGE,316.0,0.25,KRW
2025-05-24 19:54:28,BUY,KRW-DOGE,316.0,0.25,KRW
2025-05-24 20:24:27,BUY,KRW-DOGE,317.0,0.24,KRW
2025-05-24 20:51:35,BUY,KRW-DOGE,317.0,0.24,KRW
2025-05-24 21:06:34,BUY,KRW-DOGE,317.0,0.24,KRW
2025-05-24 21:21:49,BUY,KRW-DOGE,316.0,0.25,KRW
2025-05-24 22:06:39,BUY,KRW-DOGE,316.0,0.25,KRW
2025-05-24 22:24:33,BUY,KRW-DOGE,316.0,0.25,KRW
2025-05-24 22:36:43,BUY,KRW-DOGE,315.0,0.26,KRW
2025-05-24 22:45:31,BUY,KRW-DOGE,315.0,0.26,KRW
2025-05-24 23:00:39,BUY,KRW-DOGE,315.0,0.26,KRW
2025-05-24 23:06:47,BUY,KRW-DOGE,313.0,0.28,KRW
2025-05-24 23:45:37,BUY,KRW-DOGE,315.0,0.26,KRW
2025-05-24 23:51:33,BUY,KRW-DOGE,314.0,0.27,KRW
2025-05-25 00:00:26,BUY,KRW-DOGE,314.0,0.27,KRW
2025-05-25 00:09:33,SELL,KRW-DOGE,317.0,0.12,KRW
2025-05-25 00:42:39,BUY,KRW-DOGE,314.0,0.27,KRW
2025-05-25 01:12:33,BUY,KRW-DOGE,310.0,0.3,KRW
2025-05-25 02:15:32,BUY,KRW-DOGE,310.0,0.3,KRW
2025-05-25 03:27:45,BUY,KRW-DOGE,312.0,0.29,KRW
2025-05-25 03:34:17,BUY,KRW-DOGE,313.0,0.28,KRW
2025-05-25 04:06:33,BUY,KRW-DOGE,312.0,0.29,KRW
2025-05-25 04:45:31,BUY,KRW-DOGE,312.0,0.29,KRW
2025-05-25 04:51:52,BUY,KRW-DOGE,313.0,0.28,KRW
2025-05-25 05:06:30,BUY,KRW-DOGE,313.0,0.28,KRW
2025-05-25 05:18:50,BUY,KRW-DOGE,313.0,0.28,KRW
2025-05-25 05:27:38,BUY,KRW-DOGE,313.0,0.28,KRW
2025-05-25 05:36:35,BUY,KRW-DOGE,313.0,0.28,KRW
2025-05-25 05:49:05,BUY,KRW-DOGE,311.0,0.3,KRW
2025-05-25 06:04:02,BUY,KRW-DOGE,313.0,0.28,KRW
2025-05-25 06:09:28,BUY,KRW-DOGE,312.0,0.29,KRW
2025-05-25 06:15:29,BUY,KRW-DOGE,311.0,0.3,KRW
2025-05-25 06:27:48,BUY,KRW-DOGE,311.0,0.3,KRW
2025-05-25 06:34:24,BUY,KRW-DOGE,311.0,0.3,KRW
2025-05-25 06:54:24,BUY,KRW-DOGE,311.0,0.3,KRW
2025-05-25 07:09:27,BUY,KRW-DOGE,310.0,0.3,KRW
2025-05-25 07:19:09,BUY,KRW-DOGE,310.0,0.3,KRW
2025-05-25 07:42:36,BUY,KRW-DOGE,309.0,0.32,KRW
2025-05-25 08:00:34,BUY,KRW-DOGE,309.0,0.32,KRW
2025-05-25 08:06:33,BUY,KRW-DOGE,309.0,0.32,KRW
2025-05-25 08:36:31,BUY,KRW-DOGE,308.0,0.33,KRW
2025-05-25 09:09:32,BUY,KRW-DOGE,306.0,0.35,KRW
2025-05-25 09:21:49,BUY,KRW-DOGE,306.0,0.35,KRW
2025-05-25 09:48:46,BUY,KRW-DOGE,307.0,0.34,KRW
2025-05-25 13:51:40,SELL,KRW-DOGE,309.0,0.12,KRW
2025-05-25 14:00:34,BUY,KRW-DOGE,307.0,0.34,KRW
2025-05-25 15:06:42,SELL,KRW-DOGE,307.0,0.12,KRW
2025-05-25 16:42:36,SELL,KRW-DOGE,307.0,0.12,KRW
2025-05-25 18:24:31,SELL,KRW-DOGE,308.0,0.23,KRW
2025-05-25 20:15:35,BUY,KRW-DOGE,306.0,0.35,KRW
2025-05-25 21:00:34,BUY,KRW-DOGE,307.0,0.34,KRW
2025-05-25 22:09:35,SELL,KRW-DOGE,310.0,0.43,KRW
2025-05-25 22:42:40,SELL,KRW-DOGE,313.0,0.73,KRW
2025-05-25 22:49:06,SELL,KRW-DOGE,313.0,0.73,KRW
2025-05-26 00:09:32,SELL,KRW-DOGE,315.0,0.92,KRW
2025-05-26 00:36:40,BUY,KRW-DOGE,312.0,0.29,KRW
2025-05-26 01:00:46,SELL,KRW-DOGE,317.0,1.12,KRW
2025-05-26 01:06:48,SELL,KRW-DOGE,317.0,1.12,KRW
2025-05-26 01:36:39,BUY,KRW-DOGE,315.0,0.26,KRW
2025-05-26 01:54:43,BUY,KRW-DOGE,315.0,0.26,KRW
2025-05-26 02:36:35,BUY,KRW-DOGE,314.0,0.27,KRW
2025-05-26 02:57:45,BUY,KRW-DOGE,314.0,0.27,KRW
2025-05-26 03:21:42,BUY,KRW-DOGE,313.0,0.28,KRW
2025-05-26 03:30:36,BUY,KRW-DOGE,314.0,0.27,KRW
2025-05-26 04:00:34,SELL,KRW-DOGE,316.0,1.03,KRW
2025-05-26 04:15:38,BUY,KRW-DOGE,315.0,0.26,KRW
2025-05-26 04:21:55,BUY,KRW-DOGE,315.0,0.26,KRW
2025-05-26 04:27:56,SELL,KRW-DOGE,317.0,1.12,KRW
2025-05-26 05:04:22,BUY,KRW-DOGE,315.0,0.26,KRW
2025-05-26 05:15:38,BUY,KRW-DOGE,315.0,0.26,KRW
2025-05-26 05:24:37,SELL,KRW-DOGE,316.0,1.03,KRW
2025-05-26 05:45:42,BUY,KRW-DOGE,315.0,0.26,KRW
2025-05-26 05:54:35,SELL,KRW-DOGE,316.0,1.03,KRW
2025-05-26 06:39:38,BUY,KRW-DOGE,315.0,0.26,KRW
2025-05-26 07:00:41,SELL,KRW-DOGE,317.0,1.12,KRW
2025-05-26 07:09:38,SELL,KRW-DOGE,319.0,1.32,KRW
2025-05-26 07:39:43,SELL,KRW-DOGE,319.0,1.32,KRW
2025-05-26 07:51:43,SELL,KRW-DOGE,319.0,1.32,KRW
2025-05-26 08:00:38,SELL,KRW-DOGE,319.0,1.32,KRW
2025-05-26 08:15:36,BUY,KRW-DOGE,317.0,0.24,KRW
2025-05-26 08:34:36,BUY,KRW-DOGE,316.0,0.25,KRW
2025-05-26 08:39:34,BUY,KRW-DOGE,315.0,0.26,KRW
2025-05-26 09:30:35,BUY,KRW-DOGE,315.0,0.26,KRW
2025-05-26 09:39:38,BUY,KRW-DOGE,315.0,0.26,KRW
2025-05-26 10:09:47,BUY,KRW-DOGE,314.0,0.27,KRW
2025-05-26 10:15:44,BUY,KRW-DOGE,314.0,0.27,KRW
2025-05-26 10:54:44,BUY,KRW-DOGE,313.0,0.28,KRW
2025-05-26 11:39:42,BUY,KRW-DOGE,313.0,0.28,KRW
2025-05-26 11:54:34,BUY,KRW-DOGE,314.0,0.27,KRW
2025-05-26 12:01:05,BUY,KRW-DOGE,313.0,0.28,KRW
2025-05-26 12:24:40,BUY,KRW-DOGE,313.0,0.28,KRW
2025-05-26 12:39:35,BUY,KRW-DOGE,313.0,0.28,KRW
2025-05-26 13:12:52,BUY,KRW-DOGE,314.0,0.27,KRW
2025-05-26 13:24:39,BUY,KRW-DOGE,313.0,0.28,KRW
2025-05-26 13:54:44,BUY,KRW-DOGE,313.0,0.28,KRW
2025-05-26 14:24:45,BUY,KRW-DOGE,311.0,0.3,KRW
2025-05-26 14:51:42,BUY,KRW-DOGE,310.0,0.3,KRW
2025-05-26 15:39:35,SELL,KRW-DOGE,316.0,1.03,KRW
2025-05-26 16:15:41,BUY,KRW-DOGE,314.0,0.27,KRW
2025-05-26 16:24:38,BUY,KRW-DOGE,311.0,0.3,KRW
2025-05-26 16:36:52,BUY,KRW-DOGE,311.0,0.3,KRW
2025-05-26 16:48:43,BUY,KRW-DOGE,312.0,0.29,KRW
2025-05-26 16:54:40,BUY,KRW-DOGE,311.0,0.3,KRW
2025-05-26 17:39:35,BUY,KRW-DOGE,310.0,0.3,KRW
2025-05-26 18:00:44,BUY,KRW-DOGE,310.0,0.3,KRW
2025-05-26 20:36:51,SELL,KRW-DOGE,314.0,0.83,KRW
2025-05-26 21:09:37,SELL,KRW-DOGE,315.0,0.92,KRW
2025-05-27 00:13:03,BUY,KRW-DOGE,314.0,0.27,KRW
2025-05-27 00:24:47,BUY,KRW-DOGE,314.0,0.27,KRW
2025-05-27 00:39:43,BUY,KRW-DOGE,312.0,0.29,KRW
2025-05-27 00:54:48,BUY,KRW-DOGE,311.0,0.3,KRW
2025-05-27 01:09:48,BUY,KRW-DOGE,309.0,0.32,KRW
2025-05-27 02:16:01,SELL,KRW-DOGE,311.0,0.53,KRW
2025-05-27 02:36:57,BUY,KRW-DOGE,311.0,0.3,KRW
2025-05-27 03:33:59,SELL,KRW-DOGE,313.0,0.73,KRW
2025-05-27 05:15:47,BUY,KRW-DOGE,309.0,0.31,KRW
2025-05-27 05:30:46,SELL,KRW-DOGE,310.0,0.43,KRW
2025-05-27 05:54:40,SELL,KRW-DOGE,312.0,0.62,KRW
2025-05-27 06:25:16,SELL,KRW-DOGE,313.0,0.73,KRW
2025-05-27 06:49:45,SELL,KRW-DOGE,314.0,0.83,KRW
2025-05-27 07:15:43,SELL,KRW-DOGE,314.0,0.83,KRW
2025-05-27 07:37:25,SELL,KRW-DOGE,315.0,0.92,KRW
2025-05-27 07:55:00,SELL,KRW-DOGE,317.0,1.12,KRW
2025-05-27 08:52:27,SELL,KRW-DOGE,317.0,1.12,KRW
2025-05-27 09:09:41,SELL,KRW-DOGE,317.0,1.12,KRW
2025-05-27 12:45:42,BUY,KRW-DOGE,316.0,0.25,KRW
2025-05-27 13:15:44,SELL,KRW-DOGE,319.0,1.32,KRW
